1.593466128677604665e+01,1.567661521887166920e+01,1.531239298787440539e+01,1.485072839820274737e+01,1.431146208045540114e+01,1.370161492739544506e+01,1.303265068751793621e+01,1.231472290213124587e+01,1.155436797879008637e+01,1.075711399103650123e+01,9.927425714521211475e+00,9.069398446279697268e+00,8.186880025103018710e+00,7.283141232954124078e+00,6.360919290006451732e+00,5.422765016107260472e+00,4.470714773233284589e+00,3.506851398601059433e+00,2.532658326515943248e+00,3.983685654153044542e+00
1.940442852934913276e+01,1.945658600631302093e+01,1.953262389294725310e+01,1.963577802719364840e+01,1.975852862929500375e+01,1.990182376731448954e+01,2.006075128244744121e+01,2.023764163085521162e+01,2.042817724766308274e+01,2.062904757622855456e+01,2.083777022915063526e+01,2.105240162769280943e+01,2.127290622777718454e+01,2.149762011622306801e+01,2.172540611719309922e+01,2.195522586984396796e+01,2.218645297692142293e+01,2.241874346496832970e+01,2.265170774482334437e+01,2.288508156968259755e+01
1.700650482109284667e+01,1.666883230807204797e+01,1.620851706138205728e+01,1.563871867862543397e+01,1.498368236434246903e+01,1.425806521474689603e+01,1.347525525213970710e+01,1.264348174402333669e+01,1.176928109795249711e+01,1.086027696167186463e+01,9.920422279172207425e+00,8.953430723576497385e+00,7.963374657125410927e+00,6.953195362697022652e+00,5.925388091902438426e+00,4.882737293100676723e+00,3.827040733632120162e+00,2.759912689086934989e+00,4.076904238149440474e+00,5.144700453244492877e+00
1.915110321518145753e+01,1.927708570993138792e+01,1.944136239851365033e+01,1.964728353558709273e+01,1.988109907281419453e+01,2.013545914595942676e+01,2.041383493027065654e+01,2.071017354785670506e+01,2.102015743384285429e+01,2.134153153261022950e+01,2.167160954804274553e+01,2.200826876088166983e+01,2.235022687104351036e+01,2.269598122452608280e+01,2.304448310581649295e+01,2.339494762060675370e+01,2.374674021720252171e+01,2.409938223336915897e+01,2.445254028690190751e+01,2.480667983619842687e+01
1.756765826016501109e+01,1.722998574714421238e+01,1.675087756549208251e+01,1.616228624777332001e+01,1.548042184999283855e+01,1.473126583582658533e+01,1.392491700864871618e+01,1.306960463596166555e+01,1.217371368615646077e+01,1.124216332975602839e+01,1.027904203203145705e+01,9.289584875479235393e+00,8.276703239243330401e+00,7.244218646499162695e+00,6.194518568178525086e+00,5.129830871386061197e+00,4.052392239190796275e+00,2.963775239560651364e+00,4.098122421220768530e+00,5.187406355017034620e+00
1.943795030655148892e+01,1.956393280130141932e+01,1.975298153406428980e+01,1.998367471531834028e+01,2.025433576332747876e+01,2.055762378466837959e+01,2.088492751717527796e+01,2.123019408295699506e+01,2.159347781735229077e+01,2.197039261876120264e+01,2.235771159067745018e+01,2.275340830022076588e+01,2.315540762829081700e+01,2.356222736106752791e+01,2.397260473924585611e+01,2.438541546260844228e+01,2.480003369161032367e+01,2.521588110785427972e+01,2.563226985010508940e+01,2.604968158790523702e+01
1.823088070231235136e+01,1.782945859026007440e+01,1.728660080957646628e+01,1.664929365654676374e+01,1.593306558493997827e+01,1.514954589694742104e+01,1.431331591283560911e+01,1.343093513114265747e+01,1.251118848502150627e+01,1.155816178428930741e+01,1.057713229209733719e+01,9.571129049361006835e+00,8.543815869597260360e+00,7.498523202210502170e+00,6.437318799598426011e+00,5.362649495159891089e+00,4.276063251798422726e+00,3.179337385228180768e+00,2.073663510111075414e+00,4.113665938837584690e+00
1.961657347507797056e+01,1.984782400365008925e+01,2.014214077023515159e+01,2.050712720274837864e+01,2.091787224485623398e+01,2.136124426029584811e+01,2.183656784242948135e+01,2.233565369332665540e+01,2.285346507097619195e+01,2.338557062966455646e+01,2.392903980474215686e+01,2.448122281351936635e+01,2.504021245322046596e+01,2.560431735935517850e+01,2.617223064752106509e+01,2.674286867730363326e+01,2.731544083169325887e+01,2.788935913145997958e+01,2.846414207121948081e+01,2.903945697008784776e+01
1.774341136429798027e+01,1.763510094202703016e+01,1.747568392206479970e+01,1.726851208952718508e+01,1.701688402041356341e+01,1.672991689671437143e+01,1.640772595765164965e+01,1.605314988407208787e+01,1.567191569018510933e+01,1.526510365049152185e+01,1.483667201634208155e+01,1.438801033516107708e+01,1.392207888428165319e+01,1.344029400330643753e+01,1.294517869119880338e+01,1.243792418118701626e+01,1.192038780536003095e+01,1.139407113743851419e+01,1.085995046891964400e+01,1.031886916030681611e+01
2.315832013612119766e+01,2.330600015979382178e+01,2.352064950163677892e+01,2.379647625359458729e+01,2.412609160090370253e+01,2.450068629886632721e+01,2.491068891568734500e+01,2.535203217960691546e+01,2.581990230852144208e+01,2.630881918730989000e+01,2.681573245303171049e+01,2.733697773290866451e+01,2.787048040022880713e+01,2.841352525631560511e+01,2.896466385307736857e+01,2.952203869014442361e+01,3.008470940035944352e+01,3.065142417626204718e+01,3.122164342559828754e+01,3.179467678574453515e+01
